"","value","year","filename"
"2663","commission reported before, there",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2664","has been a slight indication of in",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2665","creased activity by the Comptroller",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2666","General's office. It claims to have",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2667","saved the government $915 million.",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2668","This is good, but in the words once",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2669","used by Bernard Baruch, only ""a",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2670","faltering step forward.""",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2671","Congress should claim this appoint",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2672","ment as its own; the Senate should",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2673","reject this nomination, and insist upon",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2674","a stronger appointment.",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2675","",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2676","Newsweek, January 3, 1955",1955,"sim_newsweek-us_1955-01-03_45_1.txt"
"2677","Perspective",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2678","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2679","Registered U.S. Patent Office",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2680","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2681","The Needs of Our Schools",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2682","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2683","by Raymond Moley",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2684","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2685","Despite the ballyhoo for Federal aid that will surround the forthcoming White House Conference on Education, two serious obstacles stand in its way. The first is the fear in the South that Federal money would be used to enforce desegregation. The other is the rational and factual argument against resorting to Federal aid to meet the needs of our schools.",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2686","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2687","That rational and factual argument against any Federal plan has never been stated better than in a booklet just published by the American Enterprise Association in Washington, D.C. This study, invaluable to the citizen lost in the turbulent sea of statistics and semantics, is entitled ""Federal Aid to Education—Boon or Bane?"" Its author is Roger A. Freeman, assistant to Governor Langlie of the State of Washington. Freeman served as chief adviser to the Bennion committee of the Commission on Intergovernmental Relations which last spring presented very strong exceptions to plans for Federal aid which were before Congress at that time.",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2688","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2689","Some of the pertinent questions on this subject with Freeman’s answers are these:",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2690","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2691","Is there a denial of schooling for American children and if so how severe is it? The National Education Association, a chief proponent of Federal aid, has claimed that 4,599,000 children were not attending school in 1954. Freeman answers that this figure includes 3 million 5yearold kindergartners and 1.1 million who were beyond the compulsory attendance age in their states.",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2692","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2693","Is there a teacher shortage? Not as great as in many other important professions and occupations.",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2694","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2695","What about salaries? Between 1939 and 1953 the pay of educators rose 47 per cent. This was higher than the rise of managers, proprietors, professional and technical workers. It was lower than skilled and unskilled industrial workers.",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2696","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2697","How big is the need for new school construction? The estimates have a bewildering variety running from 476,000 to 176,000 schoolrooms. It is an obvious fact that slavish adherence to tradition in the observance of hours of use and vacations means that school property is grossly underused.",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2698","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2699","Can states and local governments afford to meet their own needs in school construction and teachers’ salaries? For the most part, yes. No state has exhausted its taxing powers and both states and local communities still have vast borrowing capacity.",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2700","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2701","Could Federal aid be provided equitably and rationally? No! For politics would require some form of acrosstheboard aid in which both the rich and poor would participate. No one has yet devised a politically acceptable method of applying Federal aid only where there is a genuine need.",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2702","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2703","Could we have Federal aid without Federal control? Dr. S.M. Brownell, now U.S. Commissioner of Education, said in 1939: “If Federal aid is to bring about better schools, it seems apparent that there must be some Federal control.” Control by a Federal bureau would be bad enough but there would, to a degree, be control of that bureau by national pressure groups such as the NEA.",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2704","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2705","My own conclusion, after a careful perusal of this Freeman study, is that while there are spots where there is real need and where local districts and other units are short of resources, a clumsy, politically inspired system of Federal aid would not meet those real needs while it would waste money on places where no need exists. What is needed is a nonpolitical, independent, and scientific determination of needs and resources and the application of money accurately designed to meet only genuine necessities. This sort of aid is a job for private philanthropy, not the government.",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2706","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2707","The Ford Foundation through its “Fund for the Advancement of Education” has made a very considerable study of the subject. Why shouldn’t the Ford Foundation with its resources in billions undertake to go beyond mere surveys and provide the help that is needed? The Ford money came from the Main Streets of America. Why shouldn’t a large part of that money be spent there?",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2708","",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2709","Newsweek, November 28, 1955",1955,"sim_newsweek-us_1955-11-28_46_22.txt"
"2710","Here's a text version of the provided image. I've done my best to separate the two columns, but some minor overlaps might remain due to the image quality.",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2711","",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2712","",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2713","**The Parties: Raymond Moley...**",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2714","",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2715","Contributing editor Moley, whose PERSPECTIVE usually appears elsewhere in NEWSWEEK, reports on ""the men who run the parties.""",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2716","",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2717","The city of Bristol lives in the history of politics. In 1780 its mercantile group decided to defeat Edmund Burke, its representative in Parliament. It is not especially relevant to note that on the issues which created their opposition—namely, the American colonies and Ireland—Burke was proved to be magnificently correct. More relevant it is that in a speech he made before the election he said that, while the member owed much to his constituents, he must put the national interest over their selfish interests, and that only through strong national parties could freedom be sustained. These two principles are definitely established in British politics. The member and the candidate look to the high command of the party rather than to their constituents for guidance on policy.",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2718","",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2719","With these points in mind, I have sought on this visit to study the party in the constituencies. In my article last week, I noted my observations concerning the Prime Minister's home constituency of Warwick, Leamington, and Kenilworth, the big regional Conservative office in Birmingham, and the Conservative fight to win the marginal seat at Rugby. Next, I journeyed to the constituency of Chippenham, which stretches 25 miles from east to west and contains two or three fairsize towns and a most attractive countryside.",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2720","",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2721","**Electoral Lubricant:** The Conservative agent there is Brig. J.A. Mellsop, who retired from the regular army after twenty years' service. He is responsible not strictly to the member from Chippenham, but to the head office of the party in London. During the campaign he has five or six paid employees, but most of his department heads and a great many workers are volunteers. Everything is governed by written orders from Mellsop. His area of operation comprises 90 voting districts, and he must create and energize a committee with a chairman and volunteer workers in each. These distribute and mail party literature, but their most important task is the canvass, the basic element in an election campaign. Workers carry with them lists of the qualified voters and after an interview register thereon the preference of the voter. Early in the campaign, those who will need to vote by mail are identified. If they are Conservative, it is the job of the agent to see that they file the necessary paper for a ballot. On election day the Mellsop organization must see to it that every Conservative in the constituency votes. Mellsop must also schedule six or eight daily appearances of his candidate at designated spots and an equal number for the candidate's wife. The Chippenham member is Sir David Eccles, Minister of Education. The brigadier only has $2,400 to spend in the campaign.",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2722","",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2723","",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2724","In Bristol, I confined my attention to the Labor Party. The secretary of the borough Labor Party is W.J. Waring, who presides over six constituencies, four of which are safely Labor. He is secretary of the Bristol Trade Union Council. He is also an elected member of the Borough Council.",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2725","",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2726","**Miserable Wages:** Compared with the average Conservative constituency headquarters, Labor suffers from stark poverty. Their offices are usually in dingy, inexpensive quarters. Their employees are few and poorly paid. At least 80 per cent of the money necessary to run the Labor Party comes from the unions. The sums collected from union members are miserably small. And the difficulty of recruiting party members outside the unions is shown by the fact that while 140,000 votes were cast here in 1951 for Labor candidates, there are only 8,000 additional party members. A constituency agent whose operation I witnessed gets only $25 a week. He is a skilled engineer and could, if he left his party work, earn twice that. Waring himself…",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2727","",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2728","Newsweek",1955,"sim_newsweek-us_1955-05-30_45_22.txt"
"2729","Here's a text extraction of the provided image. Note that due to the image quality and column layout, some minor inaccuracies may be present. I've done my best to separate the columns accurately.",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2730","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2731","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2732","**Perspective**",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2733","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2734","**The Distance and the Direction**",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2735","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2736","by Raymond Moley",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2737","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2738","MANY Americans in discussing the present state of British politics argue that, because there is such agreement on specific policies between Labor and the Conservatives, there is really little to choose between them. Some add to this comment the view that the Conservatives have stolen socialist ideas and can claim only that they will carry them out with more efficiency.",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2739","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2740","These comments are true neither of the present fundamental policies of the parties nor of the historical origins of social reform.",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2741","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2742","In the middle of the nineteenth century the present Conservative Party was created out of the disintegrating fragments of Toryism by the supreme genius of one man, Benjamin Disraeli. This is the more remarkable when it is considered that this man came from neither of the great ruling interests of the time—the mercantile class, which owned the new machines, or the landed aristocracy, which held a monopoly of titles and privileges. Disraeli had to contend against a widespread belief that he was a poseur, a parvenu, and a thoroughly unreliable politician. He also suffered from the prevailing prejudices against the religion of his fathers.",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2743","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2744","In building his party policies, he appealed over both of the interests I have mentioned to a supreme national interest, symbolized in the Crown and the Empire and which at least should have its representation in the whole of Parliament. Behind the institutions of the Crown and the Empire he sought to array the massive strength of awakening masses of workers, both on the land and in the mills. This he accomplished by sponsoring a series of longneeded social reforms. He invented what he called a ""Tory democracy,"" the prototype of what the Conservative Party now calls a ""propertyowning democracy.""",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2745","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2746","Disraeli's plea for political reform was set forth in the novel ""Coningsby,"" and his portrayal of the need for social reform in ""Sybil."" Both of these pleas for political and social justice were published years before Karl Marx wrote ""Das Kapital"" and decades before the origin of modern British socialism in the Fabian Society. Once vested with power at the head of a ruling party, Disraeli secured the enactment of legislation designed to protect the health and safety of the working man, to protect the farmer and farm labor, to clear out slums, to curb land monopoly, to improve the lot of seamen, to protect investors and the savings of the poor, and to enlarge the suffrage. The Socialists have followed rather than led Conservatism in furthering social reform.",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2747","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2748","The brilliant Conservative Chancellor of the Exchequer, R.A. Butler said during the recent campaign: ""...This country can, if we manage our national affairs with wisdom and energy, double the standard of living for all in the course of the next 25 years. Or, to revert to a familiar analogy, we can double the size of the national cake, and everybody will share in the increase. Our opponents have always been so zealous and careful in trying to cut the cake in exactly equal slices, usually smaller ones, that they lose sight of this vastly more important aim...",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2749","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2750","""It is our simple but sincere ideal to establish a level of living below which no man or woman can fall through sickness or misfortune, and we have gone a long way...""",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2751","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2752","The Labor Party speakers, it is true, said very little of nationalization. But its considered policy as it was told to me by many party members was more and more socialism.",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2753","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2754","I SPECIFICALLY asked a very intelligent officer of the Labor Party if it could not be said that, while the two parties were advocating many of the same policies, in the direction in which they proposed to go there was a basic and sharp difference. With this he thoroughly agreed. For as he explained it, and as men like Herbert Morrison said over and over in speeches, it was the intention of Labor to have government assume full control of the resources of the nation.",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2755","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2756","In contrast, the faith of the Conservative is to leave that control in private hands, subject to reasonable regulation. There is a profoundly important difference here.",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2757","",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2758","Newsweek, June 13, 195",1955,"sim_newsweek-us_1955-06-13_45_24.txt"
"2759","Perspective",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2760","Registered U.S. Patent Office",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2761","",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2762","'See Thou Character'",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2763","by Raymond Moley",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2764","",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2765","You might well pause in your work",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2766","or play, ladies and gentlemen, and",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2767","consider for a few moments what it",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2768","takes to make a great American. It",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2769","would fit the mood of such a moment",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2770","of reflection to contemplate, as a vivid",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2771","example, Herbert Hoover as he com",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2772","pletes his latest public service.",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2773","",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2774","There have been 41 years of such",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2775","service since in 1914 the first rum",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2776","blings of a generation of",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2777","war and strife called him,",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2778","at the age of 40, from",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2779","a distinguished professional",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2780","and business career to a",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2781","broader service of mankind.",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2782","Two of his successors as",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2783","President have regarded",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2784","him as the man of all men",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2785","in public life to survey the",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2786","vast burden of govern",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2787","ment which, unless it is",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2788","lightened, may well engulf us all.",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2789","",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2790","Consider the Hoover equipment for",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2791","this task. He came from the grass roots",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2792","of America and knew as a child and",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2793","youth the ideals and habits of its peo",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2794","ple. As a young man in foreign fields",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2795","he acquired the capacity not only to",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2796","deal with large affairs but to see from",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2797","abroad the ultimate place which his",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2798","own nation must take in a restless",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2799","world. As an engineer and manager",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2800","he learned the secrets of an industrial",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2801","civilization. In Europe he saw the dire",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2802","tragedy of Western nations intent",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2803","upon their own destruction.",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2804","",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2805","Hoover, the Quaker and humani",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2806","tarian, comprehended long before",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2807","politicians prattled about welfare, the",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2808","need that organized government pro",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2809","vide a minimum of subsistence while",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2810","cherishing the initiative indispensable",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2811","to a full life. Then there followed",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2812","twelve years in the Cabinet and the",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2813","Presidency. Where else in this gener",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2814","ation or in our history has there been",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2815","such personal equipment for a broad",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2816","look at the way we are governed?",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2817","",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2818","The statistical descriptions of the",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2819","labors of the commission are impres",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2820","sive indeed, but they convey none of",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2821","the essential feeling of the labors im",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2822","posed upon the chairman. The field of",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2823","government operations was divided",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2824","into nineteen sections, each with a",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2825","task force to do the spadework and to",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2826","make preliminary recommendations.",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2827","Some of those task forces in turn sub",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2828","divided their work with committees",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2829","for each part. Hundreds and hun",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2830","dreds of meetings were held all over",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2831","the United States. The personnel of",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2832","the task forces included scores of men",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2833","who, with the compelling example of",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2834","Hoover before them, gave weeks and",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2835","months to public service.",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2836","",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2837","Let us see what this job meant in",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2838","terms of the labors of the chairman.",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2839","Hoover toiled from ten to fifteen hours",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2840","a day, mostly in weeks seven days",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2841","long. He divided his week",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2842","between New York and",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2843","Washington, usually using",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2844","the week end for the na",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2845","tion’s capital when, as he",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2846","said, he could “get the most",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2847","work out of his Congres",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2848","sional members.” The task",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2849","force reports were often",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2850","intolerably long and badly",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2851","written. Some were exces",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2852","sively dry. But Hoover read",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2853","them all, and with his own hand and",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2854","pencil rewrote most of them as com",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2855","mission reports. On one report alone,",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2856","which in its raw state ran to 1783",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2857","printed pages, Hoover labored every",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2858","day for a month to make it shorter",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2859","and more intelligible.",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2860","",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2861","The staff of the commission itself",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2862","and its various task forces was large",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2863","and needed at all times the super",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2864","visory attention of the chairman.",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2865","There were also the innumerable ap",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2866","pointments which he had with people",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2867","in the departments surveyed, as well",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2868","as with individual members of the task",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2869","forces. Then there was the commis",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2870","sion itself to guide and moderate. This",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2871","required many meetings, sometimes",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2872","for days at a time. With the patience",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2873","of Job, the chairman dealt with the",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2874","quibbling of some of the members and",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2875","when he could not persuade, he en",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2876","couraged minority reports. Finally, he",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2877","had to endure the political sniping",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2878","from the agencies which it was neces",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2879","sary to criticize and from political op",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2880","portunists in Congress who still hope",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2881","to win votes by abusing Hoover.",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2882","",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2883","ONLY a man with character chiseled",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2884","out of granite and blessed with",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2885","an extraordinary physical equipment",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2886","could survive such a service. Alto",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2887","gether, Herbert Hoover has created a",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2888","reputation and has established a rec",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2889","ord that will become a great American",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2890","story long after the storms of contro",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2891","versy that have swept across his ca",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2892","reer have lost meaning and content.",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2893","",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2894","Newsweek, July 18, 1955",1955,"sim_newsweek-us_1955-07-18_46_3.txt"
"2895","Perspective",1955,"sim_newsweek-us_1955-08-08_46_6.txt"
"2896","Socialism Smothered in Oil—I",1955,"sim_newsweek-us_1955-08-08_46_6.txt"
"2897","by Raymond Moley",1955,"sim_newsweek-us_1955-08-08_46_6.txt"
"2898","CALGARY, ALBERTA—The provincial legislatures of Alberta and Saskatchewan have both been in the uproar of angry politics. Both have been in power through the CCF socialist elements. Fundamentally, Canada is SaskatchewanAlberta since 1935. In both, the tigid record of none was established industrial interests. In both places the prosperity of the Gospel, they planted CCF roots. But in recent years, another gospel has been destroying the value of money. Not that of Social Credit, which has been neither at the moment has any interest in its original monetary philosophy. Both are literally fighting for their lives against some other force. The rise of wealth has dissolved the magical solution.",1955,"sim_newsweek-us_1955-08-08_46_6.txt"
"2899","The origins of admission to social welfare naturally belong the religious way. Christianity during the religious war Communism only to an otherwise usefully itself to be on the road to Utopia. Christianity during the religious war had to struggle to exist in Russia. The government plays in after three quarter of a century of lost governmental ships in after three quarters of our standard of lifeincluding through an initial stage of sadness, to serve, and finally in corruption which weakens any system that seeks to move the state's strongly success the object.",1955,"sim_newsweek-us_1955-08-08_46_6.txt"
"2900","The result of America's great Christian charity is now apparent in hospitals in our own home. We had a long under religious teams in Saskatchewan and Alberta, but there were too many others in the Progressive era and socialism seems. There were the glamors, it seems. There were the glamors of CCF were the votemoney boys who won.",1955,"sim_newsweek-us_1955-08-08_46_6.txt"
"2901","[Newsweek, August 8, 1955]",1955,"sim_newsweek-us_1955-08-08_46_6.txt"
"2902","Perspective",1955,"sim_newsweek-us_1955-09-19_46_12.txt"
"2903","Knowland, Nixon, and Knight",1955,"sim_newsweek-us_1955-09-19_46_12.txt"
"2904","by Raymond Moley",1955,"sim_newsweek-us_1955-09-19_46_12.txt"
