"","sentence","date","year","month","day","filename"
"1039","a crisis, but only if basically the democracy of our day satisfies","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1040","the mental, moral, and physi- cal wants of the masses living under","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1041","it can it continue to exist.” On this point, Conant presents his","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1042","six goals of our system: “(1) The con- tinuation of a form","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1043","of government based on free elections and free ex- pression of opinion.","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1044","(2) A continua- tion of the many relatively independ- ent government units,","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1045","towns, cities, states, and the Federal government— a flexible though complex system","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1046","which allows for the maximum of ‘home rule.’ (3) A much greater","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1047","de- gree of honesty and efficiency in all these governmental units. (4)","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1048","The continuation of our highly competitive economic system with its wide diver-","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1049","gency of pecuniary rewards. (5) A greater degree of mobility and fluidity","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1050","and a lesser degree of social distinc- tion between occupational groups. (6)","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1051","A greater degree of equality of oppor- tunity for the youth of","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1052","each succeed- ing generation.” uR job is most difficult because it QO","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1053","is in essence a compromise. It seeks equality of opportunity through the","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1054","wise use of government, while it must avoid the stifling of initiative","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1055","through too much government. That compromise at home must be the basis","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1056","of permanence in a divided world. —— Newsweek, December 6, 19%","1948-12-06",1948,12,6,"Perspective_1948-12-06_sim_newsweek-us.txt"
"1057","Here's a text extraction of the provided image. I've tried my best to maintain the original formatting and separate the two columns, but some minor inconsistencies might remain due to the image quality and the original layout:","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1058","**Perspective**","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1059","Registered U.S. Patent Office","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1060","**Sowing the Windfalls**","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1061","by Raymond Moley","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1062","The Republican Party, in pursuing its policy of ridding itself of the tag of ""the party of the rich and big business,"" might reveal the extent to which ""liberal"" legislation provides rich windfalls, in the name of ""the little fellow,"" for a new rich and big business class. Consider the unfolding picture of public housing, slum clearance, and urban renewal in which windfalls are created for promoters, political lawyers and bankers, investors, contractors, and others. Or note that the chief beneficiaries of the soil bank are large corporations whose major profit is not in selling the product of their thousands of acres, but in government benefits. Many other avenues to riches might be cited for a few individuals and organizations who certainly are not ""needy"" or ""little""—all in the name of general welfare.","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1063","The Humphrey-Price bill, which failed to pass over the President's veto, would have taken the Rural Electrification Administration away from the watchful eye of a fine public servant, Secretary Benson. The Washington lobby for rural electrification, many members of Congress, and zealots for a government power monopoly want to push ""rural"" electrification beyond the remote farmers, who are now supplied, to the suburbs and the cities. This would be deadly competition with investor-owned companies because the government is lending money to the rural electrical cooperatives at 2 per cent—half or less what the government must pay for it.","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1064","**SPECTACULAR GROWTH**","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1065","No one questions the validity of the original purpose of the REA, nor the wholesome character of most of the 900 cooperatives. Most of them are content with sticking to their field with modest returns. But since they are associated in a sort of trade association-pressure lobby called the National Rural Electric Cooperative Association, they are being led collectively into a vast scheme which promises illimitable profits not in the production and sale of electricity but in banking and investment. That is, so long as the present 2 per cent rate of borrowing from the government and tax-free status can be retained.","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1066","The head of the NRECA, Clyde C. Ellis, is a man of vast imagination coupled with incredible political influence. At the last meeting of his organization he unfolded the plan. It involves the brimming financial position of the cooperatives. The latest reports show a spectacular growth in their ""investments and savings"" account. In 1953 this was $43.7 million, in 1957 it was $192 million. The total earned surplus rose from $153 million in 1953 to $382 million in 1957.","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1067","Ellis proposed that the investment account be put into his NRECA in trusteeship—an unusual function for a trade association-pressure organization. Then he proposed that this pool be placed with a New York bank for investment opportunities. It is ironical that Ellis has always denounced the ""Wall Street"" financing of the private, investor-owned companies.","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1068","**BLUE-CHIP POOL**","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1069","""A pool,"" he said, ""would be able to invest a reasonable portion of its funds quite soundly in the highest grade blue chip industrial bonds and most of the balance in the highest-yield long-term governments... The pool would have a constant inflow from maturing investments and from new investments and, therefore, would have to keep on hand only a relatively small amount of short-term low-yield governments. This fact alone could appreciably increase the return over that of a single system's program with the same flexibility.""","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1070","It would, indeed, if the cooperatives choose to relinquish their independence and give over to this sort of vast investment operation, made profitable by borrowing from the government at half or less than half the price which government must pay for its money. For this ""pool"" might become the biggest thing in Wall Street.","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1071","Space permits only a mention of another Ellis dream, recently proposed. It would have the Federal government build a big Potomac River project on the TVA model. It would provide boating, swimming, picnicking for bureaucrats and employees of pressure groups, as well as Federal hydroelectric for the capital community. This Potomac paradise would be a monument to that deathless fourth branch, the pressure group.","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1072","Newsweek, July 6, 1959","1959-07-06",1959,7,6,"moley_perspective_AI_1.txt"
"1073","Here's a text version of the provided image. Note that perfect accuracy is difficult due to the image quality and some potential OCR errors. I've done my best to maintain the original column structure:","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1074","**Perspective**","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1075","**Mr. K, Farm Expert**","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1076","*by Raymond Moley*","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1077","It must not be forgotten that Khrushchev rose to power as a sort of agricultural genius. Not even the mystical Henry Wallace has had such wonderful farm plans as the Jolly Slav. But unlike our Henry, Mr. K had direct methods of demonstrating his talents. Henry had statistics at his command and some authority. But he was always hampered by his naïve ideas, which he designated as ""democratic."" Mr. K permitted no such impediments. Furthermore, he created his own statistical successes.","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1078","He originated in a Ukrainian village and has posed as an agrarian expert, a man close to the people who toil on collective farms.","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1079","It was Mr. K who, a few years ago, opened vast tracts east of the Urals for ""progressive agriculture."" It was a foolhardy venture and there was plenty of headshaking among the hardhanded, practical people who knew well the hostile, arid wastes of Kazakhstan. But a plan's a plan in the Soviet, regardless of the Lord, nature, and experience. And so men, tractors, and then women were shipped into the semi-desert.","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1080","While Henry Wallace was a deeply religious man with mystical overtones and Mr. K certainly is not, apparently the rain falls upon the just and unjust alike, this time heavily in favor of the latter. The rain came, a mild temperature prevailed, and the stuff grew. Mr. K was photographed smiling over a large potato.","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1081","**Soviet Juggling Act**","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1082","Statistics don't lie, they say, but it depends upon what you are counting and when. Facts can be manipulated to suit a purpose. In Mr. K's rise after Stalin's death, he made a sensational announcement: ""Soviet Russia has fewer cattle than there were in czarist Russia."" Specialists pondered this astonishing assertion. They found that Mr. K had classified cows as pigs and, statistically, transformed horned cattle into mares. Thus at the beginning of his enterprise he could point with alarm. After three years, statistical pigs were reincarnated as cows and the ""mares"" resumed their bovine classification. The Khrushchev propaganda duly capitalized upon this miracle. Wallace had a host of statisticians and knew in his off hours various haruspices. If he had succeeded, as he is doing now with chickens, in cross breeding the two species, his farm plans might have been the wonder of the ages. That miracle belongs to the atheist, Mr. K.","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1083","Americans are familiar with the Soviet boast, ""Whatever you do we can do better."" An American Army officer in Tokyo whose thumb was double jointed illustrated to a Russian officer how he could bend his thumb back to his forearm. The Russian did it and was immediately consigned to the Tokyo hospital. Readers of ""War and Peace"" will remember the officer who consumed a bottle of vodka while standing on a window ledge.","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1084","**Behavior Pattern**","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1085","This Russian trait will be apparent in Mr. K's travels here. When Frol Kozlov, First Deputy Premier, visited the Middle West, NEWSWEEK'S Harry Homewood was present and relates the indifference of Kozlov and his retinue of Soviet photographers and newsmen. There was no evidence of surprise or admiration until they reached a dairy farm in Grundy County, Illinois. Up to then the standard comment was that ""we have it too"" and ""more and bigger."" But when they entered the farmer's milkhouse their interest rose to fever heat. The arrangement was normal for such an establishment—a three-stand automatic milker which transported the milk from cows to a stainless-steel collecting tank and thence to a truck. All was housed quite antiseptically. Every pipe and joint in the contraption was photographed amid great jostling and talking.","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1086","After collecting this evidence of an American achievement, they resumed their ""We-can-do-it-better."" One of them asked the meaning of ""co-or"" on the truck. A representative of the State Department explained. One of the Soviet reporters threw up his hands in a gesture of self-confidence, ""Ah, Communism!"" he exclaimed. Whatever Mr. K says ad lib is not the important matter for observation. But what he and his group instinctively reveal in wonder and admiration certainly is. That is what they will carry away for future reflection.","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1087","Newsweek, September 28, 1959","1959-09-28",1959,9,28,"moley_perspective_AI_3.txt"
"1088","Here's the extracted text from the provided image. I've tried my best to separate the two columns, but due to the image quality and OCR limitations, there might be minor inaccuracies.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1089","**Perspective**","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1090","**Registered U.S. Patent Office**","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1091","**Lessons for Americans**","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1092","*by Raymond Moley*","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1093","LONDON—The monumental sweep of","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1094","the Conservatives in the British","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1095","general election offers many force-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1096","ful lessons for American political par-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1097","ties, for our politically active labor","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1098","unions, and for Americans generally.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1099","The plain facts revealed can scarcely","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1100","be argued. Americans should aban-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1101","don many of their political phantoms","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1102","and fallacies.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1103","The liberal wing of the Democratic","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1104","Party should note the great similarity","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1105","between its arguments and the now","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1106","discredited appeals of the British so-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1107","cialists. Both promise greater spend-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1108","ing for social services, housing, and","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1109","educational novelties. Both would find","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1110","new taxes from the rich and from","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1111","business. Both offer the Keynesian","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1112","theory of multiplying production by","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1113","government spending. In this,","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1114","Gaitskell and most American liberal","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1115","politicians and economists offer the","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1116","same false elixir. The British socialists","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1117","and American liberals are simply of-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1118","fering the antiquated concepts of the","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1119","1930s. The British electorate, weary","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1120","of these ideas, rejected them and","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1121","their sponsors.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1122","**LOCAL ORGANIZATION**","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1123","The political labor unions in Amer-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1124","ica and the British socialists alike en-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1125","courage a class division—the rich and","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1126","big business against the poor. This","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1127","class appeal utterly failed in this elec-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1128","tion. The great and growing middle","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1129","group, who are a majority in both","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1130","countries, want no class struggle. Both","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1131","British and American workers are","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1132","coming to scorn the idea that they","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1133","are a class apart.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1134","Republicans and conservative Dem-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1135","ocrats should stop trying to outprom-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1136","ise liberal Democrats. This only","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1137","produces apathy, which keeps their","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1138","potential voters at home on election","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1139","day. We should have learned that","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1140","in 1948. The British Conservatives","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1141","waste no time trying to argue with","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1142","committed socialists. They get their","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1143","own potential voters to vote.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1144","The Conservatives fought hard and","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1145","hit hard. A soft appeal tranquilizes.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1146","There must be a definable choice.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1147","Hard hitting produces excitement and","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1148","a big vote. And it was proved here","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1149","that a big vote is a solidly conserva-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1150","tive, not a radical, vote.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1151","Most important is the need of Re-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1152","publicans and conservative Democrats","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1153","for strong, active local organization.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1154","In Britain much of the power that has","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1155","brought victory in three elections and","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1156","a great gain in four has come from the","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1157","efficient party organization built up","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1158","by Lord Woolton and Churchill more","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1159","than ten years ago after a great de-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1160","feat. Its high efficiency has been kept","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1161","up since. It is based on the fact that","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1162","elections are won in many local areas,","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1163","not on a mythical national level. The","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1164","big factor in Conservative organiza-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1165","tion is the agent, who is profes-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1166","sionally trained over a period of a","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1167","year or eighteen months and who","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1168","works the year around.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1169","**WORK OF AGENTS**","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1170","Realizing the importance of the lo-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1171","cal areas from my experience in cov-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1172","ering the elections of 1950 and 1955,","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1173","I neglected London this time and","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1174","spent the last week in the Birming-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1175","ham area, which comprises 58 constit-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1176","uencies. The party machinery centers","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1177","in a Birmingham area office, which","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1178","advises the agents in the constituen-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1179","cies or divisions. The agents are dedi-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1180","cated to maintaining party vigor in","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1181","the years between elections. When an","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1182","election campaign comes, they have","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1183","complete records of the individual","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1184","voters. Then they manage things, us-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1185","ing many volunteers. In three","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1186","constituencies which I visited, a Con-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1187","servative candidate defeated a Labor","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1188","member. In one case the Conserva-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1189","tive candidate was unimpressive but","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1190","the agent was excellent.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1191","The public-opinion polls, despite","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1192","their wide publicity, did badly. There","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1193","were so many pollees who answered","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1194","""don't know"" that the percentages of","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1195","preferences were meaningless. The","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1196","election proved that the ""don't knows""","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1197","were really ""won't tells."" As the so-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1198","phistication of voters increases, the","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1199","polling business will meet more and","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1200","more terrible fiascoes.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1201","Television was in full blast for the","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1202","first time in this election. It ran a poor","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1203","second to the old-fashioned local","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1204","meetings with face-to-face heckling.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1205","There were many of what the British","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1206","call ""switch-offs."" Macmillan, how-","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1207","ever, made many votes by his last,","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1208","short personal appeal based upon","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1209","high idealism and the pride of the","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1210","British people.","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1211","*Newsweek, October 26, 1959*","1959-10-26",1959,10,26,"moley_perspective_AI_4.txt"
"1212","Here's a text version of the provided image. I've tried my best to preserve the original formatting, including separating the two columns, but there might be minor inconsistencies due to the image quality and OCR limitations.","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1213","**Perspective**","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1214","**Dilemma of the Left**","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1215","*by Raymond Moley*","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1216","Now, seven weeks after witnessing the rout of the Labor Party in Britain and after visiting three other countries in Europe, it is time to appraise the political revolution which seems to be quietly moving over our Western allies. It is the ascendency of experience over experimentation, the realization of the possible over prophecy, things over ideology, and fact over fancy. We might consider this in our calculations for 1960.","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1217","Ireland, in turmoil since Cromwell, is quiet, reasonably well to do, a bidder for the tourist trade. West Germany, as I noted in an earlier article, has its ""Wirtschaftswunder."" This expression, the title of a book on America in 1920 by Julius Hirsch, is their word for ""economic miracle."" The old Socialist party, the Social Democrats, has this month renounced Marxism as an anachronism. Italy, with considerable poverty still in the south, is mostly prosperous and safely governed by the Christian Democrats.","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1218","Most important to us as we approach another election is the plight of the British Labor Party. As Lord Woolton says in his recently published memoirs, the adoption of the name ""Labor Party"" by the Socialists was an inspiration. But now the name is a millstone because it suggests the idea of a class party. And class distinctions are becoming less important over there by the day. There are the poor and needy, but they are no longer identical with the workers. Nationalization has no appeal. Thus, the two tenets of Socialism, the class struggle and government ownership, fade into the past, leaving Hugh Gaitskell and his more practical colleagues with a party without an issue.","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1219","**AN ILL-ASSORTED LOT**","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1220","What was significant in the British election was not the third victory of the Conservatives, but the actual fourth rejection of Labor. For in the election of 1950 a fat majority of 186 in the House of Commons was reduced to a little more than a dozen. Labor's great sweep in 1945 was a wholly abnormal manifestation of weariness, impatience, and near-despair by a nation eviscerated by a long war.","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1221","At the forthcoming conference of the Labor Party there will be underlined the internal malaise with which it is afflicted. The creators of the party and its component elements have always been an ill-assorted lot. There were the armchair, doctrinaire Fabians like Shaw, economists like the Webbs, bitter haters of everything traditional like Aneurin Bevan, trade unionists, welfare workers, amateur university intellectuals, and politicians who were refugees from the prostrate Liberal Party.","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1222","This aggregation was ill-fitted to provide a major alternative for the business of government. In the past, the alternative to the Tories had been the Liberals led by such great parliamentarians as Gladstone and Asquith. These offered differences in emphasis and in direction. But a wide similarity of purpose permitted the two parties to alternate in governing Britain with no revolutionary changes.","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1223","**PARTY OR MOVEMENT**","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1224","Within the present parliamentary minority there are men, like Gaitskell, who would like to fulfill a function similar to that of the Liberals of the past. But the composition and support of the party frustrates this ideal. For the party has its share of zealots still intent upon Marxist goals. Moreover, it must depend for finances upon the trade unions, which are concerned with more immediate practical advantages. Compromise must be sought at every turn—impossible compromises considering the composition of the party following. As someone wrote during the campaign, Gaitskell is at a loss as to whether he is the head of a responsible party suited to govern, or the high priest of a reform movement. This is his dilemma. Unless it can be resolved, his party may die. Surely it can never regain power in its present state.","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1225","During the campaign Gaitskell followed a line known to Americans through Democrats like the Humphreys and Republicans like the Rockefellers and Javitses. It promises lower taxes and high spending, to be paid for out of a hypothetical increase in the rate of production. The British refused the gamble. Americans, if they are wise, should also reject such economic illusions.","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1226","*Newsweek, November 30, 1959*","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1227","Here's a text extraction of the provided image. Note that due to the image quality and the two-column layout, some minor inaccuracies may be present. I've tried to maintain the original paragraph breaks as accurately as possible.","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1228","**Perspective**","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1229","**A Road Away From Statism**","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1230","by Raymond Moley","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1231","On a recent radio program I was","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1232","asked by the moderator whether","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1233","I was worried about the number of","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1234","businessmen whom Eisenhower had","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1235","chosen for his official family. I an-","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1236","swered that I was not nearly so wor-","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1237","ried as I would be if I were one of the","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1238","businessmen concerned. For to these","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1239","men is now offered a challenge which,","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1240","if successfully met, will deliver the","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1241","business community from its","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1242","long exclusion from official","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1243","life and the public suspicion","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1244","which was placed upon it by","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1245","attacks of the Roosevelt and","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
