"","word1","word2","date","year","month","day","filename"
"1916","british","election","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1917","actual","fourth","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1918","fourth","rejection","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1919","fat","majority","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1920","dozen","labor's","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1921","wholly","abnormal","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1922","abnormal","manifestation","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1923","weariness","impatience","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1924","nation","eviscerated","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1925","forthcoming","conference","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1926","labor","party","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1927","internal","malaise","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1928","component","elements","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1929","ill","assorted","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1930","assorted","lot","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1931","armchair","doctrinaire","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1932","doctrinaire","fabians","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1933","shaw","economists","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1934","webbs","bitter","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1935","bitter","haters","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1936","aneurin","bevan","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1937","bevan","trade","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1938","trade","unionists","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1939","unionists","welfare","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1940","welfare","workers","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1941","workers","amateur","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1942","amateur","university","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1943","university","intellectuals","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1944","prostrate","liberal","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1945","liberal","party","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1946","ill","fitted","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1947","major","alternative","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1948","liberals","led","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1949","offered","differences","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1950","wide","similarity","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1951","purpose","permitted","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1952","governing","britain","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1953","parliamentary","minority","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1954","function","similar","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1955","party","frustrates","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1956","marxist","goals","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1957","trade","unions","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1958","practical","advantages","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1959","advantages","compromise","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1960","impossible","compromises","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1961","campaign","gaitskell","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1962","responsible","party","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1963","party","suited","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1964","reform","movement","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1965","die","surely","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1966","regain","power","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1967","campaign","gaitskell","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1968","promises","lower","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1969","lower","taxes","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1970","hypothetical","increase","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1971","british","refused","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1972","gamble","americans","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1973","economic","illusions","1959-11-30",1959,11,30,"moley_perspective_AI_5.txt"
"1974","original","paragraph","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1975","paragraph","breaks","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1976","recent","radio","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1977","radio","program","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1978","official","family","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1979","businessmen","concerned","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1980","successfully","met","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1981","business","community","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1982","public","suspicion","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1983","truman","administrations","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1984","auguration","dies","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1985","fair","deal","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1986","deal","depart","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1987","administrators","settle","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1988","question","rises","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1989","planner","manager","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1990","free","society","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1991","helpful","contribution","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1992","notable","businessman","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1993","courtney","brown","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1994","standard","oil","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1995","broad","tidal","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1996","tidal","patterns","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1997","lating","body","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1998","called","stat","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"1999","lesser","extent","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2000","free","world","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2001","cial","patterns","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2002","fashioned","individual","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2003","voluntary","associations","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2004","international","levels","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2005","close","numerous","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2006","numerous","opportunities","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2007","meet","social","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2008","voluntary","organization","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2009","labor","union","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2010","trade","organization","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2011","specific","function","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2012","differs","fundamentally","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2013","operation","tolerance","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2014","tolerance","understanding","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2015","public","acceptance","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2016","ultimately","relies","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2017","compulsion","including","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2018","including","taxes","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2019","implicit","commitment","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2020","dropping","functions","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2021","public","indignation","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2022","indignation","political","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2023","political","retaliation","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2024","ultimate","reaction","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2025","government","reorganization","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2026","include","consideration","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2027","highly","qualified","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2028","qualified","widely","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2029","widely","acquainted","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2030","sole","function","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2031","study","promote","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2032","social","functions","1953-01-26",1953,1,26,"moley_perspective_AI_8.txt"
"2033","text","extracted","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2034","slightly","misrepresented","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2035","fashioned","folks","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2036","taxes","discourage","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2037","discourage","hard","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2038","extra","effort","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2039","finally","found","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2040","income","tax","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2041","modern","economists","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2042","harvard","graduate","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2043","graduate","school","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2044","business","administration","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2045","remaining","tenet","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2046","primitive","times","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2047","economists","hold","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2048","exact","opposite","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2049","prof","sumner","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2050","empyrean","flight","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2051","people","speculating","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2052","public","concern","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2053","concern","slichter's","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2054","slichter's","generality","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2055","curious","book","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2056","harvard","business","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2057","business","school","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2058","school","professor","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2059","dan","throop","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2060","throop","smith","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2061","secretary","marion","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2062","tax","policy","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2063","administration's","insistence","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2064","iniquitous","excess","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2065","excess","profits","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2066","profits","levy","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2067","sanders","book","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2068","prof","david","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2069","david","mccord","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2070","mccord","wright","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2071","address","published","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2072","national","industrial","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2073","industrial","conference","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2074","conference","board","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2075","board","neatly","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2076","neatly","dissects","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2077","heavily","edited","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2078","haphazard","collection","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2079","interviews","professor","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2080","professor","wright","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2081","business","enterprise","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2082","sanders","discusses","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2083","social","service","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2084","service","wright","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2085","wright","observes","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2086","business","school","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2087","sanders","opinions","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2088","academic","freedom","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2089","wright's","criticism","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2090","material","form","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2091","scorn","delights","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2092","live","laborious","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2093","laborious","days","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2094","deal","economists","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2095","reforming","people","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2096","redistributing","wealth","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2097","abolishing","poverty","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2098","material","profit","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2099","sole","motive","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2100","earned","dollar","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2101","personal","achievement","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2102","personal","satisfaction","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2103","rogressive","taxation","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2104","taxation","notably","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2105","heaviest","penalty","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2106","extra","effort","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2107","excellence","surely","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2108","promote","national","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2109","national","progress","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2110","endeavor","government","1953-09-28",1953,9,28,"moley_perspective_AI_21.txt"
"2111","excessive","abuse","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2112","disgraceful","exhibition","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2113","bad","manners","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2114","president’s","armistice","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2115","armistice","day","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2116","day","press","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2117","press","conference","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2118","conference","richard","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2119","richard","wilson","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2120","cowles","publications","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2121","excessive","abuse","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2122","unusual","sense","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2123","armistice","day","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2124","day","exhibition","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2125","president’s","press","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2126","press","conference","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2127","widely","reported","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2128","communist","issue","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2129","major","factor","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2130","easily","interpreted","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2131","earlier","statement","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2132","national","chairman","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2133","chairman","hall","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2134","communist","issue","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2135","major","factor","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2136","partisan","democrats","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2137","republican","national","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2138","national","committee","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2139","president’s","statements","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2140","congressional","probes","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2141","press","conference","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2142","quoted","chairman","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2143","chairman","hall","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2144","president’s","opinion","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2145","communist","issue","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2146","political","campaigns","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2147","correct","statement","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2148","chairman","hall","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2149","complete","agreement","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2150","quickly","forget","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2151","communists","entered","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2152","previous","administrations","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2153","eisenhower","administration","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2154","paraphrase","hall","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2155","hall","candidates","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2156","pursued","subversion","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2157","fierce","criticism","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2158","respective","chairmen","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2159","blatant","examples","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2160","armistice","day","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2161","day","conference","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2162","anthony","leviero","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2163","york","times","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2164","pretty","squalid","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2165","speech","question","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2166","equally","loaded","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2167","times","permitted","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2168","pell","mell","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2169","mell","poll","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2170","eisenhower","administration","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2171","embraced","mccarthyism","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2172","prejudiced","story","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2173","press","behavior","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2174","individual","reporter","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2175","presidential","press","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2176","press","conference","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2177","washington","correspondents","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2178","definitive","interpretation","1953-11-30",1953,11,30,"moley_perspective_AI_27.txt"
"2179","tax","cuts","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2180","balanced","chronic","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2181","holdover","bureaucracy","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2182","economy","congress","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2183","accounting","act","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2184","twin","offices","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2185","budget","director","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2186","inform","congress","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2187","provide","control","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2188","federal","establishment","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2189","attack","bureauitis","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2190","budget","director","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2191","appointed","officer","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2192","judiciary","enjoys","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2193","succeeding","presi","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2194","congresses","removal","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2195","joint","resolution","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2196","formulate","policies","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2197","measurably","enforce","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2198","tive","departments","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2199","matters","relating","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2200","receipt","disbursement","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2201","public","funds","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2202","conducting","investi","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2203","furnish","information","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2204","power","congress","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2205","practice","moved","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2206","government","ac","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2207","result","ac","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2208","short","congress","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2209","congress","failed","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2210","completed","transactions","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2211","immensely","im","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2212","portant","office","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2213","joseph","campbell","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2214","estimable","gentleman","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2215","strong","investigator","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2216","lutely","set","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2217","propriations","committees","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2218","commission","reported","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2219","slight","indication","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2220","creased","activity","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2221","general's","office","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2222","government","million","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2223","bernard","baruch","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2224","faltering","step","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2225","step","forward","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2226","stronger","appointment","1955-01-03",1955,1,3,"moley_perspective_AI_30.txt"
"2227","federal","aid","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2228","forthcoming","white","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2229","white","house","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2230","house","conference","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2231","obstacles","stand","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2232","federal","money","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2233","enforce","desegregation","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2234","factual","argument","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2235","federal","aid","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2236","factual","argument","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2237","federal","plan","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2238","american","enterprise","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2239","enterprise","association","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2240","washington","d.c","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2241","study","invaluable","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2242","citizen","lost","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2243","turbulent","sea","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2244","entitled","federal","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2245","federal","aid","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2246","education","boon","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2247","freeman","assistant","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2248","governor","langlie","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2249","washington","freeman","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
"2250","freeman","served","1955-11-28",1955,11,28,"moley_perspective_AI_52.txt"
